Entity,Code,Year,Fossil fuels per capita (kWh)
Africa,,1965,2100.505
Africa,,1966,2136.364
Africa,,1967,2099.7725
Africa,,1968,2145.9302
Africa,,1969,2126.871
Africa,,1970,2220.0889
Africa,,1971,2334.7239
Africa,,1972,2389.0298
Africa,,1973,2525.8975
Africa,,1974,2560.9014
Africa,,1975,2640.0945
Africa,,1976,2780.9941
Africa,,1977,2841.5732
Africa,,1978,2877.135
Africa,,1979,3049.865
Africa,,1980,3215.9644
Africa,,1981,3530.2383
Africa,,1982,3671.4834
Africa,,1983,3710.4407
Africa,,1984,3711.4023
Africa,,1985,3731.3445
Africa,,1986,3678.9912
Africa,,1987,3724.4321
Africa,,1988,3855.0076
Africa,,1989,3742.3813
Africa,,1990,3779.73
Africa,,1991,3659.4187
Africa,,1992,3637.3347
Africa,,1993,3570.017
Africa,,1994,3595.591
Africa,,1995,3644.1704
Africa,,1996,3638.5918
Africa,,1997,3621.9602
Africa,,1998,3579.0522
Africa,,1999,3597.1724
Africa,,2000,3575.9673
Africa,,2001,3613.5637
Africa,,2002,3557.7563
Africa,,2003,3660.3315
Africa,,2004,3839.1663
Africa,,2005,3759.2332
Africa,,2006,3735.2168
Africa,,2007,3781.0037
Africa,,2008,3915.2478
Africa,,2009,3878.8787
Africa,,2010,3882.746
Africa,,2011,3810.795
Africa,,2012,3874.4211
Africa,,2013,3870.3032
Africa,,2014,3862.466
Africa,,2015,3862.6003
Africa,,2016,3867.859
Africa,,2017,3854.1597
Africa,,2018,3833.3167
Africa,,2019,3808.938
Africa,,2020,3483.574
Africa,,2021,3625.5051
Africa,,2022,3545.3096
Algeria,DZA,1965,1910.1324
Algeria,DZA,1966,2281.9224
Algeria,DZA,1967,2096.2073
Algeria,DZA,1968,2174.2285
Algeria,DZA,1969,2406.913
Algeria,DZA,1970,2540.1611
Algeria,DZA,1971,2746.7256
Algeria,DZA,1972,2990.643
Algeria,DZA,1973,3450.926
Algeria,DZA,1974,3790.4724
Algeria,DZA,1975,4413.426
Algeria,DZA,1976,4906.019
Algeria,DZA,1977,5218.6387
Algeria,DZA,1978,6387.1426
Algeria,DZA,1979,8129.0176
Algeria,DZA,1980,9412.426
Algeria,DZA,1981,11064.026
Algeria,DZA,1982,12334.725
Algeria,DZA,1983,13067.9
Algeria,DZA,1984,12099.901
Algeria,DZA,1985,11764.669
Algeria,DZA,1986,12094.42
Algeria,DZA,1987,12027.957
Algeria,DZA,1988,12576.017
Algeria,DZA,1989,11908.628
Algeria,DZA,1990,12327.519
Algeria,DZA,1991,11908.999
Algeria,DZA,1992,11949.858
Algeria,DZA,1993,10855.729
Algeria,DZA,1994,10789.64
Algeria,DZA,1995,10975.977
Algeria,DZA,1996,10678.949
Algeria,DZA,1997,10097.629
Algeria,DZA,1998,10282.93
Algeria,DZA,1999,10242.966
Algeria,DZA,2000,9741.336
Algeria,DZA,2001,9955.143
Algeria,DZA,2002,10175.09
Algeria,DZA,2003,10486.486
Algeria,DZA,2004,10736.774
Algeria,DZA,2005,11065.476
Algeria,DZA,2006,11323.462
Algeria,DZA,2007,11740.897
Algeria,DZA,2008,12229.293
Algeria,DZA,2009,12725.983
Algeria,DZA,2010,12229.061
Algeria,DZA,2011,12680.638
Algeria,DZA,2012,13594.317
Algeria,DZA,2013,14121.583
Algeria,DZA,2014,15090.883
Algeria,DZA,2015,15601.193
Algeria,DZA,2016,15272.842
Algeria,DZA,2017,15126.544
Algeria,DZA,2018,15925.02
Algeria,DZA,2019,16211.092
Algeria,DZA,2020,14888.941
Algeria,DZA,2021,15873.962
Algeria,DZA,2022,15207.475
Argentina,ARG,1965,14732.473
Argentina,ARG,1966,14975.831
Argentina,ARG,1967,15172.235
Argentina,ARG,1968,15420.595
Argentina,ARG,1969,15718.227
Argentina,ARG,1970,14625.065
Argentina,ARG,1971,15273.73
Argentina,ARG,1972,15226.303
Argentina,ARG,1973,15483.363
Argentina,ARG,1974,15496.195
Argentina,ARG,1975,14680.415
Argentina,ARG,1976,15229.681
Argentina,ARG,1977,15705.63
Argentina,ARG,1978,15132.868
Argentina,ARG,1979,15777.248
Argentina,ARG,1980,14997.139
Argentina,ARG,1981,14269.553
Argentina,ARG,1982,14134.874
Argentina,ARG,1983,14335.764
Argentina,ARG,1984,13912.129
Argentina,ARG,1985,13332.522
Argentina,ARG,1986,13987.672
Argentina,ARG,1987,14362.914
Argentina,ARG,1988,15107.617
Argentina,ARG,1989,14543.697
Argentina,ARG,1990,13467.861
Argentina,ARG,1991,13653.088
Argentina,ARG,1992,14362.695
Argentina,ARG,1993,14261.009
Argentina,ARG,1994,14624.844
Argentina,ARG,1995,15150.054
Argentina,ARG,1996,16071.908
Argentina,ARG,1997,15606.976
Argentina,ARG,1998,16234.63
Argentina,ARG,1999,16688.752
Argentina,ARG,2000,16061.652
Argentina,ARG,2001,14777.17
Argentina,ARG,2002,14038.02
Argentina,ARG,2003,15136.219
Argentina,ARG,2004,16351.621
Argentina,ARG,2005,17161.695
Argentina,ARG,2006,17675.01
Argentina,ARG,2007,18910.846
Argentina,ARG,2008,19009.867
Argentina,ARG,2009,17943.129
Argentina,ARG,2010,18534.785
Argentina,ARG,2011,19097.164
Argentina,ARG,2012,19803.955
Argentina,ARG,2013,20236.637
Argentina,ARG,2014,20020.451
Argentina,ARG,2015,20115.785
Argentina,ARG,2016,19927.385
Argentina,ARG,2017,19680.186
Argentina,ARG,2018,19258.883
Argentina,ARG,2019,17779.336
Argentina,ARG,2020,16376.283
Argentina,ARG,2021,18364.658
Argentina,ARG,2022,18765.236
Asia,,1965,2593.6575
Asia,,1966,2756.053
Asia,,1967,2844.5586
Asia,,1968,2990.0364
Asia,,1969,3336.7114
Asia,,1970,3708.8499
Asia,,1971,3975.4124
Asia,,1972,4135.672
Asia,,1973,4417.263
Asia,,1974,4385.4126
Asia,,1975,4437.785
Asia,,1976,4602.0396
Asia,,1977,4844.678
Asia,,1978,5059.825
Asia,,1979,5224.946
Asia,,1980,5100.2217
Asia,,1981,5052.858
Asia,,1982,5047.5483
Asia,,1983,5200.0757
Asia,,1984,5509.3267
Asia,,1985,6306.246
Asia,,1986,6447.955
Asia,,1987,6660.039
Asia,,1988,6988.958
Asia,,1989,7191.7744
Asia,,1990,7324.175
Asia,,1991,7479.6816
Asia,,1992,7702.689
Asia,,1993,7855.5366
Asia,,1994,8151.1943
Asia,,1995,8346.813
Asia,,1996,8606.345
Asia,,1997,8732.054
Asia,,1998,8583.624
Asia,,1999,8772.187
Asia,,2000,8999.97
Asia,,2001,9178.793
Asia,,2002,9528.807
Asia,,2003,10240.069
Asia,,2004,11034.729
Asia,,2005,11760.506
Asia,,2006,12277.209
Asia,,2007,12919.018
Asia,,2008,13139.845
Asia,,2009,13278.283
Asia,,2010,13913.51
Asia,,2011,14559.163
Asia,,2012,14903.371
Asia,,2013,15042.6875
Asia,,2014,15192.178
Asia,,2015,15245.994
Asia,,2016,15270.59
Asia,,2017,15550.419
Asia,,2018,15864.545
Asia,,2019,16029.353
Asia,,2020,15667.932
Asia,,2021,16303.895
Asia,,2022,16428.768
Australia,AUS,1965,35395.805
Australia,AUS,1966,36529.594
Australia,AUS,1967,38078.816
Australia,AUS,1968,39683.492
Australia,AUS,1969,40417.2
Australia,AUS,1970,42810.016
Australia,AUS,1971,43400.63
Australia,AUS,1972,44437.89
Australia,AUS,1973,46764.816
Australia,AUS,1974,48821.367
Australia,AUS,1975,48845.88
Australia,AUS,1976,50269.727
Australia,AUS,1977,52457.586
Australia,AUS,1978,53395.305
Australia,AUS,1979,54945.08
Australia,AUS,1980,54615.76
Australia,AUS,1981,54621.473
Australia,AUS,1982,53433.984
Australia,AUS,1983,50946.49
Australia,AUS,1984,52132.617
Australia,AUS,1985,52889.207
Australia,AUS,1986,53206.754
Australia,AUS,1987,54087.707
Australia,AUS,1988,55593.363
Australia,AUS,1989,57592.066
Australia,AUS,1990,57894.836
Australia,AUS,1991,56551.473
Australia,AUS,1992,56857.543
Australia,AUS,1993,57478.57
Australia,AUS,1994,59274.9
Australia,AUS,1995,61398.64
Australia,AUS,1996,62475.82
Australia,AUS,1997,63378.875
Australia,AUS,1998,64295.676
Australia,AUS,1999,66238.22
Australia,AUS,2000,65895.28
Australia,AUS,2001,65693.06
Australia,AUS,2002,66184.305
Australia,AUS,2003,66309.15
Australia,AUS,2004,67641.09
Australia,AUS,2005,66901.25
Australia,AUS,2006,68821.48
Australia,AUS,2007,69429.336
Australia,AUS,2008,69435.5
Australia,AUS,2009,66957.82
Australia,AUS,2010,65568.57
Australia,AUS,2011,65748.54
Australia,AUS,2012,63738.773
Australia,AUS,2013,62923.895
Australia,AUS,2014,62761.85
Australia,AUS,2015,63011.094
Australia,AUS,2016,61635.395
Australia,AUS,2017,60753.53
Australia,AUS,2018,59685.64
Australia,AUS,2019,60383.58
Australia,AUS,2020,55127.62
Australia,AUS,2021,53517.137
Australia,AUS,2022,54286.04
Austria,AUT,1965,19524.502
Austria,AUT,1966,20090.027
Austria,AUT,1967,20070.238
Austria,AUT,1968,21644.56
Austria,AUT,1969,23186.455
Austria,AUT,1970,25611.236
Austria,AUT,1971,27118.223
Austria,AUT,1972,27937.443
Austria,AUT,1973,29629.223
Austria,AUT,1974,28406.164
Austria,AUT,1975,27808.29
Austria,AUT,1976,30419.934
Austria,AUT,1977,28799.48
Austria,AUT,1978,30480.5
Austria,AUT,1979,31684.107
Austria,AUT,1980,31108.863
Austria,AUT,1981,29116.54
Austria,AUT,1982,27731.283
Austria,AUT,1983,27780.08
Austria,AUT,1984,28851.346
Austria,AUT,1985,29329.434
Austria,AUT,1986,29197.152
Austria,AUT,1987,29909.434
Austria,AUT,1988,29193.416
Austria,AUT,1989,29360.508
Austria,AUT,1990,31030.496
Austria,AUT,1991,32820.055
Austria,AUT,1992,30429.344
Austria,AUT,1993,30250.023
Austria,AUT,1994,30300.043
Austria,AUT,1995,31628.078
Austria,AUT,1996,32810.457
Austria,AUT,1997,32988.797
Austria,AUT,1998,33252
Austria,AUT,1999,33068.613
Austria,AUT,2000,32760.379
Austria,AUT,2001,34883
Austria,AUT,2002,35014.863
Austria,AUT,2003,37821.41
Austria,AUT,2004,37007.59
Austria,AUT,2005,37271.496
Austria,AUT,2006,36372.133
Austria,AUT,2007,34288.293
Austria,AUT,2008,34661.234
Austria,AUT,2009,32030.625
Austria,AUT,2010,34365.117
Austria,AUT,2011,32799.523
Austria,AUT,2012,31523.557
Austria,AUT,2013,31387.395
Austria,AUT,2014,29268.635
Austria,AUT,2015,29695.01
Austria,AUT,2016,30027.902
Austria,AUT,2017,31044.086
Austria,AUT,2018,30239.326
Austria,AUT,2019,31141.334
Austria,AUT,2020,27833.709
Austria,AUT,2021,28916.21
Austria,AUT,2022,27059.148
Azerbaijan,AZE,1985,33531.336
Azerbaijan,AZE,1986,35732.816
Azerbaijan,AZE,1987,34018.645
Azerbaijan,AZE,1988,33484.992
Azerbaijan,AZE,1989,33744.9
Azerbaijan,AZE,1990,34417.613
Azerbaijan,AZE,1991,32520.611
Azerbaijan,AZE,1992,27373.764
Azerbaijan,AZE,1993,23101.287
Azerbaijan,AZE,1994,21152.613
Azerbaijan,AZE,1995,19779.477
Azerbaijan,AZE,1996,16001.271
Azerbaijan,AZE,1997,15136.405
Azerbaijan,AZE,1998,15032.282
Azerbaijan,AZE,1999,15046.717
Azerbaijan,AZE,2000,15569.463
Azerbaijan,AZE,2001,14900.381
Azerbaijan,AZE,2002,14298.943
Azerbaijan,AZE,2003,15228.88
Azerbaijan,AZE,2004,17058.92
Azerbaijan,AZE,2005,18278.164
Azerbaijan,AZE,2006,17907.168
Azerbaijan,AZE,2007,16262.671
Azerbaijan,AZE,2008,16236.193
Azerbaijan,AZE,2009,13641.375
Azerbaijan,AZE,2010,12923.233
Azerbaijan,AZE,2011,14875.002
Azerbaijan,AZE,2012,15410.191
Azerbaijan,AZE,2013,15640.536
Azerbaijan,AZE,2014,15754.086
Azerbaijan,AZE,2015,16959.52
Azerbaijan,AZE,2016,16520.219
Azerbaijan,AZE,2017,16108.514
Azerbaijan,AZE,2018,16379.22
Azerbaijan,AZE,2019,17074.594
Azerbaijan,AZE,2020,17462.857
Azerbaijan,AZE,2021,18583.152
Azerbaijan,AZE,2022,18278.574
Bangladesh,BGD,1971,188.50717
Bangladesh,BGD,1972,211.59084
Bangladesh,BGD,1973,260.05392
Bangladesh,BGD,1974,274.5525
Bangladesh,BGD,1975,268.29678
Bangladesh,BGD,1976,306.78494
Bangladesh,BGD,1977,309.0183
Bangladesh,BGD,1978,319.06598
Bangladesh,BGD,1979,342.56836
Bangladesh,BGD,1980,393.50113
Bangladesh,BGD,1981,406.14758
Bangladesh,BGD,1982,441.47354
Bangladesh,BGD,1983,419.92932
Bangladesh,BGD,1984,436.09802
Bangladesh,BGD,1985,480.29718
Bangladesh,BGD,1986,521.0646
Bangladesh,BGD,1987,561.8036
Bangladesh,BGD,1988,609.41785
Bangladesh,BGD,1989,637.72974
Bangladesh,BGD,1990,664.89954
Bangladesh,BGD,1991,629.5759
Bangladesh,BGD,1992,677.22986
Bangladesh,BGD,1993,737.42566
Bangladesh,BGD,1994,762.752
Bangladesh,BGD,1995,899.95435
Bangladesh,BGD,1996,917.752
Bangladesh,BGD,1997,948.5861
Bangladesh,BGD,1998,989.15094
Bangladesh,BGD,1999,982.3862
Bangladesh,BGD,2000,1036.4779
Bangladesh,BGD,2001,1159.4683
Bangladesh,BGD,2002,1146.8385
Bangladesh,BGD,2003,1192.2144
Bangladesh,BGD,2004,1245.8762
Bangladesh,BGD,2005,1330.5619
Bangladesh,BGD,2006,1423.682
Bangladesh,BGD,2007,1443.2177
Bangladesh,BGD,2008,1509.882
Bangladesh,BGD,2009,1652.4532
Bangladesh,BGD,2010,1671.3583
Bangladesh,BGD,2011,1789.1952
Bangladesh,BGD,2012,1922.3849
Bangladesh,BGD,2013,1975.869
Bangladesh,BGD,2014,2027.8347
Bangladesh,BGD,2015,2421.9001
Bangladesh,BGD,2016,2397.0615
Bangladesh,BGD,2017,2472.8562
Bangladesh,BGD,2018,2611.4387
Bangladesh,BGD,2019,2897.8386
Bangladesh,BGD,2020,2712.8289
Bangladesh,BGD,2021,2811.3948
Bangladesh,BGD,2022,2890.0796
Belarus,BLR,1985,40262.094
Belarus,BLR,1986,45657.13
Belarus,BLR,1987,46010.918
Belarus,BLR,1988,46387.63
Belarus,BLR,1989,44630.234
Belarus,BLR,1990,44676.812
Belarus,BLR,1991,44451.13
Belarus,BLR,1992,38479.266
Belarus,BLR,1993,32160.344
Belarus,BLR,1994,26897.057
Belarus,BLR,1995,23958.543
Belarus,BLR,1996,24633.928
Belarus,BLR,1997,25001.521
Belarus,BLR,1998,24549.229
Belarus,BLR,1999,23996.287
Belarus,BLR,2000,24860.398
Belarus,BLR,2001,24298.285
Belarus,BLR,2002,25301.59
Belarus,BLR,2003,25283.945
Belarus,BLR,2004,28499.082
Belarus,BLR,2005,28589.797
Belarus,BLR,2006,30587.021
Belarus,BLR,2007,29984.502
Belarus,BLR,2008,30482.754
Belarus,BLR,2009,28900.855
Belarus,BLR,2010,31389.23
Belarus,BLR,2011,30903.95
Belarus,BLR,2012,33469.1
Belarus,BLR,2013,30326.1
Belarus,BLR,2014,30333.637
Belarus,BLR,2015,27428.78
Belarus,BLR,2016,27985.99
Belarus,BLR,2017,28404.71
Belarus,BLR,2018,31491.64
Belarus,BLR,2019,31680.496
Belarus,BLR,2020,29369.084
Belarus,BLR,2021,30101.766
Belarus,BLR,2022,29592.15
Belgium,BEL,1965,43788.027
Belgium,BEL,1966,41934.61
Belgium,BEL,1967,43791.316
Belgium,BEL,1968,48609.234
Belgium,BEL,1969,53172.094
Belgium,BEL,1970,55943.594
Belgium,BEL,1971,54719.27
Belgium,BEL,1972,57953.844
Belgium,BEL,1973,58515.125
Belgium,BEL,1974,56344.72
Belgium,BEL,1975,51002.91
Belgium,BEL,1976,53266.04
Belgium,BEL,1977,52652.246
Belgium,BEL,1978,54868.15
Belgium,BEL,1979,56781.16
Belgium,BEL,1980,53791.76
Belgium,BEL,1981,50769.47
Belgium,BEL,1982,47609.375
Belgium,BEL,1983,43531.46
Belgium,BEL,1984,44729.492
Belgium,BEL,1985,45055.184
Belgium,BEL,1986,45363.75
Belgium,BEL,1987,46247.23
Belgium,BEL,1988,47009.688
Belgium,BEL,1989,47909.453
Belgium,BEL,1990,50044.438
Belgium,BEL,1991,52027.84
Belgium,BEL,1992,51546.68
Belgium,BEL,1993,50843.38
Belgium,BEL,1994,54304.81
Belgium,BEL,1995,54750.83
Belgium,BEL,1996,58201.008
Belgium,BEL,1997,57601.645
Belgium,BEL,1998,59092.246
Belgium,BEL,1999,57551.996
Belgium,BEL,2000,58793.934
Belgium,BEL,2001,58480.18
Belgium,BEL,2002,57679.59
Belgium,BEL,2003,60190.098
Belgium,BEL,2004,60170.812
Belgium,BEL,2005,58836.945
Belgium,BEL,2006,58746.125
Belgium,BEL,2007,58365.29
Belgium,BEL,2008,59586.902
Belgium,BEL,2009,52864.445
Belgium,BEL,2010,56317.94
Belgium,BEL,2011,50823.25
Belgium,BEL,2012,49282.625
Belgium,BEL,2013,49722.242
Belgium,BEL,2014,46812.81
Belgium,BEL,2015,48477.965
Belgium,BEL,2016,48749.99
Belgium,BEL,2017,48983.543
Belgium,BEL,2018,51340.426
Belgium,BEL,2019,49405.188
Belgium,BEL,2020,43688.742
Belgium,BEL,2021,46640.12
Belgium,BEL,2022,42769.266
Brazil,BRA,1965,2344.7559
Brazil,BRA,1966,2486.3665
Brazil,BRA,1967,2499.5444
Brazil,BRA,1968,2870.9595
Brazil,BRA,1969,3075.967
Brazil,BRA,1970,3428.7139
Brazil,BRA,1971,3766.2275
Brazil,BRA,1972,4155.645
Brazil,BRA,1973,4846.895
Brazil,BRA,1974,5249.527
Brazil,BRA,1975,5331.9624
Brazil,BRA,1976,5609.638
Brazil,BRA,1977,5678.0044
Brazil,BRA,1978,6108.4585
Brazil,BRA,1979,6364.0054
Brazil,BRA,1980,6106.2324
Brazil,BRA,1981,5748.82
Brazil,BRA,1982,5771.1016
Brazil,BRA,1983,5410.9463
Brazil,BRA,1984,5446.1562
Brazil,BRA,1985,5634.639
Brazil,BRA,1986,5924.902
Brazil,BRA,1987,5992.0396
Brazil,BRA,1988,5904.858
Brazil,BRA,1989,5911.3477
Brazil,BRA,1990,5721.6543
Brazil,BRA,1991,5743.5034
Brazil,BRA,1992,5673.835
Brazil,BRA,1993,5839.4526
Brazil,BRA,1994,6089.5693
Brazil,BRA,1995,6421.3545
Brazil,BRA,1996,6752.8965
Brazil,BRA,1997,7174.8257
Brazil,BRA,1998,7297.089
Brazil,BRA,1999,7285.965
Brazil,BRA,2000,7615.244
Brazil,BRA,2001,7694.904
Brazil,BRA,2002,7574.8115
Brazil,BRA,2003,7447.3975
Brazil,BRA,2004,7760.0166
Brazil,BRA,2005,7784.0083
Brazil,BRA,2006,7877.327
Brazil,BRA,2007,8172.6836
Brazil,BRA,2008,8556.046
Brazil,BRA,2009,7992.5703
Brazil,BRA,2010,8909.68
Brazil,BRA,2011,9114.419
Brazil,BRA,2012,9678.659
Brazil,BRA,2013,10145.048
Brazil,BRA,2014,10517.655
Brazil,BRA,2015,10092.728
Brazil,BRA,2016,9263.867
Brazil,BRA,2017,9332.207
Brazil,BRA,2018,8836.361
Brazil,BRA,2019,8680.78
Brazil,BRA,2020,8002.5874
Brazil,BRA,2021,9005.032
Brazil,BRA,2022,8699.518
Bulgaria,BGR,1965,13827.842
Bulgaria,BGR,1966,14757.899
Bulgaria,BGR,1967,17128.36
Bulgaria,BGR,1968,19326.047
Bulgaria,BGR,1969,21218.318
Bulgaria,BGR,1970,23650.936
Bulgaria,BGR,1971,24470.73
Bulgaria,BGR,1972,25071.217
Bulgaria,BGR,1973,25758.193
Bulgaria,BGR,1974,26246.19
Bulgaria,BGR,1975,28305.281
Bulgaria,BGR,1976,28993.344
Bulgaria,BGR,1977,30104.299
Bulgaria,BGR,1978,31395.629
Bulgaria,BGR,1979,32417.344
Bulgaria,BGR,1980,34242.625
Bulgaria,BGR,1981,32796.508
Bulgaria,BGR,1982,33400.082
Bulgaria,BGR,1983,33111.402
Bulgaria,BGR,1984,32851.22
Bulgaria,BGR,1985,32858.79
Bulgaria,BGR,1986,34019.824
Bulgaria,BGR,1987,34233.457
Bulgaria,BGR,1988,34089.28
Bulgaria,BGR,1989,34300.836
Bulgaria,BGR,1990,31704.281
Bulgaria,BGR,1991,25050.459
Bulgaria,BGR,1992,24073.803
Bulgaria,BGR,1993,25392.498
Bulgaria,BGR,1994,24120.621
Bulgaria,BGR,1995,25626.72
Bulgaria,BGR,1996,25240.916
Bulgaria,BGR,1997,23884.639
Bulgaria,BGR,1998,23101.232
Bulgaria,BGR,1999,20129.818
Bulgaria,BGR,2000,19513.828
Bulgaria,BGR,2001,20485.148
Bulgaria,BGR,2002,19439.008
Bulgaria,BGR,2003,21291.08
Bulgaria,BGR,2004,20643.8
Bulgaria,BGR,2005,22074.09
Bulgaria,BGR,2006,22589.615
Bulgaria,BGR,2007,23937.383
Bulgaria,BGR,2008,23381.717
Bulgaria,BGR,2009,19762.596
Bulgaria,BGR,2010,20370.924
Bulgaria,BGR,2011,22599.61
Bulgaria,BGR,2012,20900.92
Bulgaria,BGR,2013,18958.596
Bulgaria,BGR,2014,20201.037
Bulgaria,BGR,2015,21827.303
Bulgaria,BGR,2016,20933.736
Bulgaria,BGR,2017,22284.13
Bulgaria,BGR,2018,21121.676
Bulgaria,BGR,2019,20826.578
Bulgaria,BGR,2020,18760.453
Bulgaria,BGR,2021,21784.998
Bulgaria,BGR,2022,23789.814
Canada,CAN,1965,52795.883
Canada,CAN,1966,54396.625
Canada,CAN,1967,56342.758
Canada,CAN,1968,59822.867
Canada,CAN,1969,61729.375
Canada,CAN,1970,65222.242
Canada,CAN,1971,65542.64
Canada,CAN,1972,68251.75
Canada,CAN,1973,72601.02
Canada,CAN,1974,72712.945
Canada,CAN,1975,71514.11
Canada,CAN,1976,73218.414
Canada,CAN,1977,76170.7
Canada,CAN,1978,74967.516
Canada,CAN,1979,75723.914
Canada,CAN,1980,75759.72
Canada,CAN,1981,72108.03
Canada,CAN,1982,69187.88
Canada,CAN,1983,65822.25
Canada,CAN,1984,68919.91
Canada,CAN,1985,68964.555
Canada,CAN,1986,67322.6
Canada,CAN,1987,68691.26
Canada,CAN,1988,72522.36
Canada,CAN,1989,74597.7
Canada,CAN,1990,69277.266
Canada,CAN,1991,66397.6
Canada,CAN,1992,68021.86
Canada,CAN,1993,67914.03
Canada,CAN,1994,69333.1
Canada,CAN,1995,71541.16
Canada,CAN,1996,72308.25
Canada,CAN,1997,73667.14
Canada,CAN,1998,74016.38
Canada,CAN,1999,75433.32
Canada,CAN,2000,76803.21
Canada,CAN,2001,75799.945
Canada,CAN,2002,77547.97
Canada,CAN,2003,78919.54
Canada,CAN,2004,78622.414
Canada,CAN,2005,76668.09
Canada,CAN,2006,75759.01
Canada,CAN,2007,78492.52
Canada,CAN,2008,75436.23
Canada,CAN,2009,71202.664
Canada,CAN,2010,72701.62
Canada,CAN,2011,73780
Canada,CAN,2012,72787.63
Canada,CAN,2013,73336.75
Canada,CAN,2014,73455.7
Canada,CAN,2015,73050.875
Canada,CAN,2016,70293.04
Canada,CAN,2017,70579.516
Canada,CAN,2018,71403.74
Canada,CAN,2019,70253.055
Canada,CAN,2020,63022.54
Canada,CAN,2021,64222.957
Canada,CAN,2022,65239.92
Chile,CHL,1965,6752.783
Chile,CHL,1966,7133.0435
Chile,CHL,1967,7141.7935
Chile,CHL,1968,7197.726
Chile,CHL,1969,7569.925
Chile,CHL,1970,7841.582
Chile,CHL,1971,8280.784
Chile,CHL,1972,8064.408
Chile,CHL,1973,7667.433
Chile,CHL,1974,7348.8
Chile,CHL,1975,6370.2065
Chile,CHL,1976,6517.2065
Chile,CHL,1977,6701.5757
Chile,CHL,1978,6856.991
Chile,CHL,1979,7187.755
Chile,CHL,1980,7268.3604
Chile,CHL,1981,7143.3975
Chile,CHL,1982,6253.296
Chile,CHL,1983,6299.9893
Chile,CHL,1984,6452.79
Chile,CHL,1985,6209.725
Chile,CHL,1986,6255.9526
Chile,CHL,1987,6375.483
Chile,CHL,1988,7395.5825
Chile,CHL,1989,8806.874
Chile,CHL,1990,9455.743
Chile,CHL,1991,9793.925
Chile,CHL,1992,10094.797
Chile,CHL,1993,10624.817
Chile,CHL,1994,11227.762
Chile,CHL,1995,11915.834
Chile,CHL,1996,13027.43
Chile,CHL,1997,14820.429
Chile,CHL,1998,15379.5625
Chile,CHL,1999,16363.512
Chile,CHL,2000,16061.935
Chile,CHL,2001,15734.414
Chile,CHL,2002,15765.249
Chile,CHL,2003,15858.839
Chile,CHL,2004,17316.486
Chile,CHL,2005,17208.912
Chile,CHL,2006,17436.092
Chile,CHL,2007,18035.553
Chile,CHL,2008,17378.723
Chile,CHL,2009,16218.079
Chile,CHL,2010,17157.926
Chile,CHL,2011,18308.828
Chile,CHL,2012,18870.238
Chile,CHL,2013,19188.342
Chile,CHL,2014,18432.725
Chile,CHL,2015,18102.402
Chile,CHL,2016,19151.92
Chile,CHL,2017,19045.4
Chile,CHL,2018,18946.553
Chile,CHL,2019,19053.412
Chile,CHL,2020,16997.432
Chile,CHL,2021,18504.69
Chile,CHL,2022,18217.781
China,CHN,1965,2031.997
China,CHN,1966,2157.3733
China,CHN,1967,1897.1613
China,CHN,1968,1856.8943
China,CHN,1969,2216.546
China,CHN,1970,2784.833
China,CHN,1971,3218.5413
China,CHN,1972,3385.7952
China,CHN,1973,3491.1692
China,CHN,1974,3517.504
China,CHN,1975,3880.876
China,CHN,1976,4028.6663
China,CHN,1977,4337.805
China,CHN,1978,4715.767
China,CHN,1979,4779.77
China,CHN,1980,4738.909
China,CHN,1981,4582.6865
China,CHN,1982,4693.545
China,CHN,1983,4898.982
China,CHN,1984,5198.792
China,CHN,1985,5543.2563
China,CHN,1986,5719.7026
China,CHN,1987,6066.88
China,CHN,1988,6402.3374
China,CHN,1989,6599.2646
China,CHN,1990,6555.6426
China,CHN,1991,6807.203
China,CHN,1992,7084.351
China,CHN,1993,7528.586
China,CHN,1994,7876.5693
China,CHN,1995,7996.816
China,CHN,1996,8390.287
China,CHN,1997,8362.765
China,CHN,1998,8311.814
China,CHN,1999,8565.098
China,CHN,2000,8769.296
China,CHN,2001,9110.631
China,CHN,2002,9881.281
China,CHN,2003,11529.113
China,CHN,2004,13365.722
China,CHN,2005,15107.3125
China,CHN,2006,16459.682
China,CHN,2007,17743.492
China,CHN,2008,18000.248
China,CHN,2009,18734.283
China,CHN,2010,19762.604
China,CHN,2011,21285.139
China,CHN,2012,21649.555
China,CHN,2013,22184.709
China,CHN,2014,22257.494
China,CHN,2015,22160.787
China,CHN,2016,21823.234
China,CHN,2017,22343.951
China,CHN,2018,23094.188
China,CHN,2019,23856.84
China,CHN,2020,24389.398
China,CHN,2021,25470.842
China,CHN,2022,25344.26
Colombia,COL,1965,4771.0015
Colombia,COL,1966,5224.7505
Colombia,COL,1967,5318.5605
Colombia,COL,1968,5325.077
Colombia,COL,1969,5183.461
Colombia,COL,1970,5526.602
Colombia,COL,1971,5279.92
Colombia,COL,1972,5989.312
Colombia,COL,1973,5549.9946
Colombia,COL,1974,6055.6826
Colombia,COL,1975,5394.577
Colombia,COL,1976,5493.8057
Colombia,COL,1977,5569.2705
Colombia,COL,1978,5592.5576
Colombia,COL,1979,5607.3154
Colombia,COL,1980,5626.8696
Colombia,COL,1981,5621.852
Colombia,COL,1982,5591.665
Colombia,COL,1983,5828.198
Colombia,COL,1984,5607.7563
Colombia,COL,1985,5594.705
