Entity,Code,Year,Fossil fuels per capita (kWh)
Sweden,SWE,2013,20660.27
Sweden,SWE,2014,19745.828
Sweden,SWE,2015,19318.738
Sweden,SWE,2016,19651.93
Sweden,SWE,2017,19237.902
Sweden,SWE,2018,18388.89
Sweden,SWE,2019,19252.768
Sweden,SWE,2020,16957.293
Sweden,SWE,2021,16142.099
Sweden,SWE,2022,15754.809
Switzerland,CHE,1968,21869.79
Switzerland,CHE,1969,23225.4
Switzerland,CHE,1970,25527.516
Switzerland,CHE,1971,26559.762
Switzerland,CHE,1972,26912.838
Switzerland,CHE,1973,28717.219
Switzerland,CHE,1974,25708.285
Switzerland,CHE,1975,24958.992
Switzerland,CHE,1976,26050.717
Switzerland,CHE,1977,26461.643
Switzerland,CHE,1978,27148.123
Switzerland,CHE,1979,26182.941
Switzerland,CHE,1980,26437.58
Switzerland,CHE,1981,24896.414
Switzerland,CHE,1982,23500.385
Switzerland,CHE,1983,25432.008
Switzerland,CHE,1984,25014.326
Switzerland,CHE,1985,25390.232
Switzerland,CHE,1986,27288.55
Switzerland,CHE,1987,25804.96
Switzerland,CHE,1988,25593.732
Switzerland,CHE,1989,24688.387
Switzerland,CHE,1990,26150.117
Switzerland,CHE,1991,26435.023
Switzerland,CHE,1992,26439.17
Switzerland,CHE,1993,24839.914
Switzerland,CHE,1994,25318.875
Switzerland,CHE,1995,23868.537
Switzerland,CHE,1996,24676.395
Switzerland,CHE,1997,25527.92
Switzerland,CHE,1998,25790.328
Switzerland,CHE,1999,25542.924
Switzerland,CHE,2000,24810.326
Switzerland,CHE,2001,26275.676
Switzerland,CHE,2002,24857.545
Switzerland,CHE,2003,24353.93
Switzerland,CHE,2004,24211.266
Switzerland,CHE,2005,24546.771
Switzerland,CHE,2006,24785.934
Switzerland,CHE,2007,22511.066
Switzerland,CHE,2008,23645.39
Switzerland,CHE,2009,23467.168
Switzerland,CHE,2010,22307.521
Switzerland,CHE,2011,21017.709
Switzerland,CHE,2012,21462.041
Switzerland,CHE,2013,22239.803
Switzerland,CHE,2014,19587.031
Switzerland,CHE,2015,19797.25
Switzerland,CHE,2016,18918.787
Switzerland,CHE,2017,19110.35
Switzerland,CHE,2018,18215.83
Switzerland,CHE,2019,18481.787
Switzerland,CHE,2020,15868.566
Switzerland,CHE,2021,16160.662
Switzerland,CHE,2022,15704.048
Taiwan,TWN,1965,4797.8184
Taiwan,TWN,1966,4994.671
Taiwan,TWN,1967,5351.333
Taiwan,TWN,1968,5821.685
Taiwan,TWN,1969,6150.124
Taiwan,TWN,1970,6632.3843
Taiwan,TWN,1971,8244.867
Taiwan,TWN,1972,8562.163
Taiwan,TWN,1973,9965.174
Taiwan,TWN,1974,9097
Taiwan,TWN,1975,9821.524
Taiwan,TWN,1976,12112.258
Taiwan,TWN,1977,13151.283
Taiwan,TWN,1978,14809.091
Taiwan,TWN,1979,15005.891
Taiwan,TWN,1980,15621.45
Taiwan,TWN,1981,13599.178
Taiwan,TWN,1982,14857.299
Taiwan,TWN,1983,15574.1045
Taiwan,TWN,1984,15424.0625
Taiwan,TWN,1985,15276.679
Taiwan,TWN,1986,17095.672
Taiwan,TWN,1987,17893.3
Taiwan,TWN,1988,20593.254
Taiwan,TWN,1989,22225.404
Taiwan,TWN,1990,22917.258
Taiwan,TWN,1991,24352.406
Taiwan,TWN,1992,25796.988
Taiwan,TWN,1993,27660.865
Taiwan,TWN,1994,29235.87
Taiwan,TWN,1995,31127.5
Taiwan,TWN,1996,32081.852
Taiwan,TWN,1997,34181.594
Taiwan,TWN,1998,36103.582
Taiwan,TWN,1999,37771.8
Taiwan,TWN,2000,40244.703
Taiwan,TWN,2001,41719.36
Taiwan,TWN,2002,43290.836
Taiwan,TWN,2003,45290.78
Taiwan,TWN,2004,47135.55
Taiwan,TWN,2005,47489.125
Taiwan,TWN,2006,48743.133
Taiwan,TWN,2007,50720.59
Taiwan,TWN,2008,48776.133
Taiwan,TWN,2009,47231.453
Taiwan,TWN,2010,50885.535
Taiwan,TWN,2011,50417.277
Taiwan,TWN,2012,49724.83
Taiwan,TWN,2013,50575.793
Taiwan,TWN,2014,51709.93
Taiwan,TWN,2015,52095.105
Taiwan,TWN,2016,52591.723
Taiwan,TWN,2017,53410.703
Taiwan,TWN,2018,53486.76
Taiwan,TWN,2019,51571.83
Taiwan,TWN,2020,50011.523
Taiwan,TWN,2021,53300.125
Taiwan,TWN,2022,50666.402
Thailand,THA,1981,2940.547
Thailand,THA,1982,2903.1123
Thailand,THA,1983,3152.3425
Thailand,THA,1984,3425.8633
Thailand,THA,1985,3545.3657
Thailand,THA,1986,3612.747
Thailand,THA,1987,4177.1895
Thailand,THA,1988,4664.3467
Thailand,THA,1989,5242.278
Thailand,THA,1990,6147.175
Thailand,THA,1991,6724.116
Thailand,THA,1992,7289.4585
Thailand,THA,1993,8207.888
Thailand,THA,1994,9075.868
Thailand,THA,1995,10019.581
Thailand,THA,1996,11197.384
Thailand,THA,1997,11659.31
Thailand,THA,1998,10675.927
Thailand,THA,1999,11275.303
Thailand,THA,2000,11461.657
Thailand,THA,2001,11977.339
Thailand,THA,2002,12835.857
Thailand,THA,2003,13697.295
Thailand,THA,2004,14811.012
Thailand,THA,2005,15168.095
Thailand,THA,2006,15265.456
Thailand,THA,2007,15671.194
Thailand,THA,2008,15543.604
Thailand,THA,2009,15828.228
Thailand,THA,2010,16797.084
Thailand,THA,2011,17013.371
Thailand,THA,2012,18085.428
Thailand,THA,2013,18060.398
Thailand,THA,2014,18463.053
Thailand,THA,2015,18813.168
Thailand,THA,2016,19036.96
Thailand,THA,2017,19158.453
Thailand,THA,2018,19467.775
Thailand,THA,2019,19305.797
Thailand,THA,2020,17915.969
Thailand,THA,2021,18025.38
Thailand,THA,2022,18179.367
Trinidad and Tobago,TTO,1971,45042.35
Trinidad and Tobago,TTO,1972,61332.45
Trinidad and Tobago,TTO,1973,60049.047
Trinidad and Tobago,TTO,1974,57084.58
Trinidad and Tobago,TTO,1975,45389.24
Trinidad and Tobago,TTO,1976,50400.58
Trinidad and Tobago,TTO,1977,51749.11
Trinidad and Tobago,TTO,1978,51381.125
Trinidad and Tobago,TTO,1979,44745.46
Trinidad and Tobago,TTO,1980,42441.043
Trinidad and Tobago,TTO,1981,44254.82
Trinidad and Tobago,TTO,1982,51338.73
Trinidad and Tobago,TTO,1983,49489.734
Trinidad and Tobago,TTO,1984,48233.973
Trinidad and Tobago,TTO,1985,49215.2
Trinidad and Tobago,TTO,1986,50451.8
Trinidad and Tobago,TTO,1987,47029.92
Trinidad and Tobago,TTO,1988,51153.727
Trinidad and Tobago,TTO,1989,49862.938
Trinidad and Tobago,TTO,1990,54875.34
Trinidad and Tobago,TTO,1991,54307.57
Trinidad and Tobago,TTO,1992,57059.77
Trinidad and Tobago,TTO,1993,59759.973
Trinidad and Tobago,TTO,1994,62963.777
Trinidad and Tobago,TTO,1995,67949.625
Trinidad and Tobago,TTO,1996,76704.555
Trinidad and Tobago,TTO,1997,76406.71
Trinidad and Tobago,TTO,1998,77298.47
Trinidad and Tobago,TTO,1999,85626.12
Trinidad and Tobago,TTO,2000,89153.98
Trinidad and Tobago,TTO,2001,95718.88
Trinidad and Tobago,TTO,2002,103311.44
Trinidad and Tobago,TTO,2003,115214.34
Trinidad and Tobago,TTO,2004,125971.29
Trinidad and Tobago,TTO,2005,134296.75
Trinidad and Tobago,TTO,2006,155961.05
Trinidad and Tobago,TTO,2007,159920.34
Trinidad and Tobago,TTO,2008,156665.95
Trinidad and Tobago,TTO,2009,154438.44
Trinidad and Tobago,TTO,2010,165822.61
Trinidad and Tobago,TTO,2011,161731.73
Trinidad and Tobago,TTO,2012,158062.61
Trinidad and Tobago,TTO,2013,159838.86
Trinidad and Tobago,TTO,2014,157927.8
Trinidad and Tobago,TTO,2015,152233.97
Trinidad and Tobago,TTO,2016,134223.56
Trinidad and Tobago,TTO,2017,141532.39
Trinidad and Tobago,TTO,2018,131640.81
Trinidad and Tobago,TTO,2019,123703.26
Trinidad and Tobago,TTO,2020,108785.28
Trinidad and Tobago,TTO,2021,111041.87
Trinidad and Tobago,TTO,2022,107259.25
Turkey,TUR,1982,6241.3604
Turkey,TUR,1983,6510.6406
Turkey,TUR,1984,6609.0444
Turkey,TUR,1985,7126.671
Turkey,TUR,1986,7675.0728
Turkey,TUR,1987,8280.493
Turkey,TUR,1988,8447.238
Turkey,TUR,1989,8711.86
Turkey,TUR,1990,9081.112
Turkey,TUR,1991,9151.886
Turkey,TUR,1992,9313.886
Turkey,TUR,1993,9684.485
Turkey,TUR,1994,9331.438
Turkey,TUR,1995,10193.455
Turkey,TUR,1996,10857.246
Turkey,TUR,1997,11290.858
Turkey,TUR,1998,11335.869
Turkey,TUR,1999,11179.045
Turkey,TUR,2000,12049.379
Turkey,TUR,2001,10973.554
Turkey,TUR,2002,11524.214
Turkey,TUR,2003,12070.943
Turkey,TUR,2004,12411.514
Turkey,TUR,2005,12851.182
Turkey,TUR,2006,14064.566
Turkey,TUR,2007,15199.757
Turkey,TUR,2008,15162.58
Turkey,TUR,2009,15058.668
Turkey,TUR,2010,15097.167
Turkey,TUR,2011,15981.785
Turkey,TUR,2012,16599.291
Turkey,TUR,2013,16008.274
Turkey,TUR,2014,16869.428
Turkey,TUR,2015,17326.877
Turkey,TUR,2016,17795.066
Turkey,TUR,2017,18890.816
Turkey,TUR,2018,18156.18
Turkey,TUR,2019,17721.307
Turkey,TUR,2020,17348.75
Turkey,TUR,2021,19062.979
Turkey,TUR,2022,18522.918
Turkmenistan,TKM,1985,44071.492
Turkmenistan,TKM,1986,53374.5
Turkmenistan,TKM,1987,51646.754
Turkmenistan,TKM,1988,50600.93
Turkmenistan,TKM,1989,50611.977
Turkmenistan,TKM,1990,40825.566
Turkmenistan,TKM,1991,40813.918
Turkmenistan,TKM,1992,37938.016
Turkmenistan,TKM,1993,30329.213
Turkmenistan,TKM,1994,31560.72
Turkmenistan,TKM,1995,25402.824
Turkmenistan,TKM,1996,36361.68
USSR,OWID_USS,1965,28963.088
USSR,OWID_USS,1966,30381.846
USSR,OWID_USS,1967,31676.912
USSR,OWID_USS,1968,32363.928
USSR,OWID_USS,1969,33381.414
USSR,OWID_USS,1970,34765.7
USSR,OWID_USS,1971,36205.543
USSR,OWID_USS,1972,37787.31
USSR,OWID_USS,1973,39389.547
USSR,OWID_USS,1974,41090.848
USSR,OWID_USS,1975,42798.582
USSR,OWID_USS,1976,43906.105
USSR,OWID_USS,1977,45269.938
USSR,OWID_USS,1978,46624.58
USSR,OWID_USS,1979,47454.695
USSR,OWID_USS,1980,47897.684
USSR,OWID_USS,1981,48415.74
USSR,OWID_USS,1982,49272.875
USSR,OWID_USS,1983,49735.355
USSR,OWID_USS,1984,50670.63
Ukraine,UKR,1985,51018.395
Ukraine,UKR,1986,51691.855
Ukraine,UKR,1987,52326.684
Ukraine,UKR,1988,50917.7
Ukraine,UKR,1989,48808.344
Ukraine,UKR,1990,57132.367
Ukraine,UKR,1991,53156.7
Ukraine,UKR,1992,44375.195
Ukraine,UKR,1993,38087.934
Ukraine,UKR,1994,32331.451
Ukraine,UKR,1995,31730.785
Ukraine,UKR,1996,29096.404
Ukraine,UKR,1997,28071.97
Ukraine,UKR,1998,27029.648
Ukraine,UKR,1999,27042.38
Ukraine,UKR,2000,27263.754
Ukraine,UKR,2001,27115.38
Ukraine,UKR,2002,27234.803
Ukraine,UKR,2003,28116.367
Ukraine,UKR,2004,27744.799
Ukraine,UKR,2005,28267.592
Ukraine,UKR,2006,28788.115
Ukraine,UKR,2007,28870.38
Ukraine,UKR,2008,27928.658
Ukraine,UKR,2009,23426.582
Ukraine,UKR,2010,25222.082
Ukraine,UKR,2011,26471.783
Ukraine,UKR,2012,25876.643
Ukraine,UKR,2013,24504.332
Ukraine,UKR,2014,21053.104
Ukraine,UKR,2015,16836.994
Ukraine,UKR,2016,18217.676
Ukraine,UKR,2017,16285.107
Ukraine,UKR,2018,17159.262
Ukraine,UKR,2019,16177.152
Ukraine,UKR,2020,15506.4375
Ukraine,UKR,2021,15174.978
Ukraine,UKR,2022,11185.414
United Arab Emirates,ARE,2001,156784.61
United Arab Emirates,ARE,2002,162836.45
United Arab Emirates,ARE,2003,165507.6
United Arab Emirates,ARE,2004,169047.55
United Arab Emirates,ARE,2005,164587.44
United Arab Emirates,ARE,2006,151316.52
United Arab Emirates,ARE,2007,139351.47
United Arab Emirates,ARE,2008,134274.22
United Arab Emirates,ARE,2009,115800.96
United Arab Emirates,ARE,2010,114650.59
United Arab Emirates,ARE,2011,119049.47
United Arab Emirates,ARE,2012,123951.1
United Arab Emirates,ARE,2013,129459.18
United Arab Emirates,ARE,2014,127890.33
United Arab Emirates,ARE,2015,137805.55
United Arab Emirates,ARE,2016,142021.22
United Arab Emirates,ARE,2017,135382.61
United Arab Emirates,ARE,2018,132442.36
United Arab Emirates,ARE,2019,133832.27
United Arab Emirates,ARE,2020,124165.805
United Arab Emirates,ARE,2021,135253.53
United Arab Emirates,ARE,2022,141325.73
United Kingdom,GBR,1965,41668.062
United Kingdom,GBR,1966,41361.805
United Kingdom,GBR,1967,40959.72
United Kingdom,GBR,1968,42163.05
United Kingdom,GBR,1969,43421.81
United Kingdom,GBR,1970,44273.38
United Kingdom,GBR,1971,43233.445
United Kingdom,GBR,1972,43658.24
United Kingdom,GBR,1973,45868.74
United Kingdom,GBR,1974,43136.934
United Kingdom,GBR,1975,40713.414
United Kingdom,GBR,1976,41258.83
United Kingdom,GBR,1977,41918.44
United Kingdom,GBR,1978,42309.723
United Kingdom,GBR,1979,44301.227
United Kingdom,GBR,1980,40201.1
United Kingdom,GBR,1981,38910.438
United Kingdom,GBR,1982,38033.3
United Kingdom,GBR,1983,37863.07
United Kingdom,GBR,1984,37597.664
United Kingdom,GBR,1985,38939.875
United Kingdom,GBR,1986,40113.52
United Kingdom,GBR,1987,40189.42
United Kingdom,GBR,1988,40229.613
United Kingdom,GBR,1989,39789.33
United Kingdom,GBR,1990,40285.816
United Kingdom,GBR,1991,40889.773
United Kingdom,GBR,1992,40141.156
United Kingdom,GBR,1993,39966.97
United Kingdom,GBR,1994,39323.18
United Kingdom,GBR,1995,39356.79
United Kingdom,GBR,1996,41158.355
United Kingdom,GBR,1997,39996.46
United Kingdom,GBR,1998,40099.152
United Kingdom,GBR,1999,39915.457
United Kingdom,GBR,2000,40660.57
United Kingdom,GBR,2001,40766.836
United Kingdom,GBR,2002,39616.46
United Kingdom,GBR,2003,40059.8
United Kingdom,GBR,2004,40448.742
United Kingdom,GBR,2005,40356.8
United Kingdom,GBR,2006,39734.973
United Kingdom,GBR,2007,38695.43
United Kingdom,GBR,2008,37953.32
United Kingdom,GBR,2009,34680.17
United Kingdom,GBR,2010,35451.496
United Kingdom,GBR,2011,32300.807
United Kingdom,GBR,2012,32350.846
United Kingdom,GBR,2013,31439.14
United Kingdom,GBR,2014,28949.014
United Kingdom,GBR,2015,28271.555
United Kingdom,GBR,2016,27702.994
United Kingdom,GBR,2017,26976.588
United Kingdom,GBR,2018,26392.123
United Kingdom,GBR,2019,25448.258
United Kingdom,GBR,2020,21658.19
United Kingdom,GBR,2021,22672.938
United Kingdom,GBR,2022,22509.117
United States,USA,1965,72734.26
United States,USA,1966,76081.81
United States,USA,1967,77607.55
United States,USA,1968,81524.33
United States,USA,1969,84571.1
United States,USA,1970,86555.445
United States,USA,1971,86824.66
United States,USA,1972,89989.51
United States,USA,1973,92635.48
United States,USA,1974,88539.28
United States,USA,1975,84425.266
United States,USA,1976,88517.016
United States,USA,1977,90070.9
United States,USA,1978,90000.21
United States,USA,1979,90246.46
United States,USA,1980,85528.52
United States,USA,1981,81763.76
United States,USA,1982,76569.86
United States,USA,1983,74998.94
United States,USA,1984,78093.99
United States,USA,1985,76872.52
United States,USA,1986,76363.85
United States,USA,1987,78417.83
United States,USA,1988,81036.055
United States,USA,1989,81636.13
United States,USA,1990,79874.32
United States,USA,1991,78232.15
United States,USA,1992,78710.305
United States,USA,1993,79209.89
United States,USA,1994,79664.79
United States,USA,1995,79689.7
United States,USA,1996,81355.43
United States,USA,1997,81410.555
United States,USA,1998,80853.555
United States,USA,1999,80950.24
United States,USA,2000,82240.42
United States,USA,2001,79674.586
United States,USA,2002,79562.89
United States,USA,2003,79145.8
United States,USA,2004,79943.17
United States,USA,2005,79210.195
United States,USA,2006,77351.56
United States,USA,2007,77877.8
United States,USA,2008,74569.98
United States,USA,2009,69351.92
United States,USA,2010,71256.19
United States,USA,2011,69293.91
United States,USA,2012,66926.04
United States,USA,2013,68007.96
United States,USA,2014,68088.24
United States,USA,2015,66713.09
United States,USA,2016,65442.05
United States,USA,2017,64617.52
United States,USA,2018,66865.84
United States,USA,2019,65638.945
United States,USA,2020,59288.348
United States,USA,2021,62784.797
United States,USA,2022,63835.86
Upper-middle-income countries,,1965,7938.246
Upper-middle-income countries,,1966,8254.807
Upper-middle-income countries,,1967,8305.316
Upper-middle-income countries,,1968,8422.373
Upper-middle-income countries,,1969,8787.346
Upper-middle-income countries,,1970,9328.478
Upper-middle-income countries,,1971,9823.518
Upper-middle-income countries,,1972,10205.226
Upper-middle-income countries,,1973,10586.705
Upper-middle-income countries,,1974,10886.803
Upper-middle-income countries,,1975,11370.615
Upper-middle-income countries,,1976,11676.417
Upper-middle-income countries,,1977,12107.26
Upper-middle-income countries,,1978,12599.318
Upper-middle-income countries,,1979,12819.326
Upper-middle-income countries,,1980,12885.15
Upper-middle-income countries,,1981,12854.868
Upper-middle-income countries,,1982,13052.846
Upper-middle-income countries,,1983,13167.276
Upper-middle-income countries,,1984,13486.925
Upper-middle-income countries,,1985,11654.9795
Upper-middle-income countries,,1986,11869.745
Upper-middle-income countries,,1987,12187.363
Upper-middle-income countries,,1988,12446.002
Upper-middle-income countries,,1989,12495.147
Upper-middle-income countries,,1990,12355.712
Upper-middle-income countries,,1991,12312.749
Upper-middle-income countries,,1992,12268.214
Upper-middle-income countries,,1993,12115.598
Upper-middle-income countries,,1994,11987.777
Upper-middle-income countries,,1995,11840.866
Upper-middle-income countries,,1996,12007.514
Upper-middle-income countries,,1997,11867.281
Upper-middle-income countries,,1998,11768.819
Upper-middle-income countries,,1999,11843.845
Upper-middle-income countries,,2000,12108.584
Upper-middle-income countries,,2001,12341.719
Upper-middle-income countries,,2002,12764.966
Upper-middle-income countries,,2003,13876.147
Upper-middle-income countries,,2004,15174.081
Upper-middle-income countries,,2005,16246.908
Upper-middle-income countries,,2006,17255.062
Upper-middle-income countries,,2007,18149.236
Upper-middle-income countries,,2008,18404.076
Upper-middle-income countries,,2009,18499.135
Upper-middle-income countries,,2010,19359.377
Upper-middle-income countries,,2011,20454.115
Upper-middle-income countries,,2012,20851.635
Upper-middle-income countries,,2013,21082.121
Upper-middle-income countries,,2014,21137.47
Upper-middle-income countries,,2015,20888.988
Upper-middle-income countries,,2016,20734.156
Upper-middle-income countries,,2017,21071.146
Upper-middle-income countries,,2018,21455.688
Upper-middle-income countries,,2019,21742.248
Upper-middle-income countries,,2020,21432.273
Upper-middle-income countries,,2021,22624.238
Upper-middle-income countries,,2022,22382.309
Uzbekistan,UZB,1985,24912.52
Uzbekistan,UZB,1986,23905.016
Uzbekistan,UZB,1987,23933.232
Uzbekistan,UZB,1988,23398.496
Uzbekistan,UZB,1989,23888.832
Uzbekistan,UZB,1990,24357.252
Uzbekistan,UZB,1991,23575.19
Uzbekistan,UZB,1992,21740.945
Uzbekistan,UZB,1993,22775.389
Uzbekistan,UZB,1994,21879.482
Uzbekistan,UZB,1995,21284.04
Uzbekistan,UZB,1996,21528.03
Uzbekistan,UZB,1997,21020.113
Uzbekistan,UZB,1998,20653.334
Uzbekistan,UZB,1999,23183.098
Uzbekistan,UZB,2000,23356.105
Uzbekistan,UZB,2001,23124.543
Uzbekistan,UZB,2002,23405.553
Uzbekistan,UZB,2003,21026.016
Uzbekistan,UZB,2004,20772.37
Uzbekistan,UZB,2005,20430.219
Uzbekistan,UZB,2006,18948.023
Uzbekistan,UZB,2007,19994.607
Uzbekistan,UZB,2008,18641.137
Uzbekistan,UZB,2009,18000.398
Uzbekistan,UZB,2010,17769.082
Uzbekistan,UZB,2011,18692.969
Uzbekistan,UZB,2012,17816.367
Uzbekistan,UZB,2013,17629.984
Uzbekistan,UZB,2014,17967.824
Uzbekistan,UZB,2015,16862.34
Uzbekistan,UZB,2016,15790.104
Uzbekistan,UZB,2017,15981.566
Uzbekistan,UZB,2018,15964.358
Uzbekistan,UZB,2019,15693.897
Uzbekistan,UZB,2020,15468.462
Uzbekistan,UZB,2021,16164.359
Uzbekistan,UZB,2022,16515.852
Venezuela,VEN,1965,19347.014
Venezuela,VEN,1966,18897.973
Venezuela,VEN,1967,19245.68
Venezuela,VEN,1968,19845.777
Venezuela,VEN,1969,19338.299
Venezuela,VEN,1970,18699.344
Venezuela,VEN,1971,18134.252
Venezuela,VEN,1972,18524.922
Venezuela,VEN,1973,20733.504
Venezuela,VEN,1974,20532.18
Venezuela,VEN,1975,20532.18
Venezuela,VEN,1976,21628.28
Venezuela,VEN,1977,23336.115
Venezuela,VEN,1978,23208.76
Venezuela,VEN,1979,24718.246
Venezuela,VEN,1980,27158.336
Venezuela,VEN,1981,27411.127
Venezuela,VEN,1982,27123.068
Venezuela,VEN,1983,25897.305
Venezuela,VEN,1984,25396.656
Venezuela,VEN,1985,25100.287
Venezuela,VEN,1986,26138.219
Venezuela,VEN,1987,24530.684
Venezuela,VEN,1988,24583.363
Venezuela,VEN,1989,24152.898
Venezuela,VEN,1990,25021.87
Venezuela,VEN,1991,23530.412
Venezuela,VEN,1992,25015.615
Venezuela,VEN,1993,24100.84
Venezuela,VEN,1994,25631.277
Venezuela,VEN,1995,26021.287
Venezuela,VEN,1996,24350.295
Venezuela,VEN,1997,25176.916
Venezuela,VEN,1998,26525.588
Venezuela,VEN,1999,25709.55
Venezuela,VEN,2000,25887.152
Venezuela,VEN,2001,27034.844
Venezuela,VEN,2002,27094.164
Venezuela,VEN,2003,24366.855
Venezuela,VEN,2004,25587.494
Venezuela,VEN,2005,25460.166
Venezuela,VEN,2006,26480.254
Venezuela,VEN,2007,27902.188
Venezuela,VEN,2008,26508.248
Venezuela,VEN,2009,26197.527
Venezuela,VEN,2010,25546.543
Venezuela,VEN,2011,25450.402
Venezuela,VEN,2012,26839.902
Venezuela,VEN,2013,26858.084
Venezuela,VEN,2014,25330.824
Venezuela,VEN,2015,25142.805
Venezuela,VEN,2016,21968.146
Venezuela,VEN,2017,21733.871
Venezuela,VEN,2018,18284.512
Venezuela,VEN,2019,15512.416
Venezuela,VEN,2020,11529.707
Venezuela,VEN,2021,14389.2705
Venezuela,VEN,2022,15543.645
Vietnam,VNM,1981,917.79443
Vietnam,VNM,1982,959.1292
Vietnam,VNM,1983,999.54504
Vietnam,VNM,1984,965.8023
Vietnam,VNM,1985,957.73236
Vietnam,VNM,1986,1023.6931
Vietnam,VNM,1987,1136.1176
Vietnam,VNM,1988,1091.8624
Vietnam,VNM,1989,921.66534
Vietnam,VNM,1990,915.4021
Vietnam,VNM,1991,875.30597
Vietnam,VNM,1992,923.0668
Vietnam,VNM,1993,1045.5708
Vietnam,VNM,1994,1132.5883
Vietnam,VNM,1995,1299.6611
Vietnam,VNM,1996,1471.253
Vietnam,VNM,1997,1754.5509
Vietnam,VNM,1998,1929.2805
Vietnam,VNM,1999,1885.7196
Vietnam,VNM,2000,2166.0674
Vietnam,VNM,2001,2362.228
Vietnam,VNM,2002,2624.4082
Vietnam,VNM,2003,2826.2
Vietnam,VNM,2004,3601.3225
Vietnam,VNM,2005,3876.3167
Vietnam,VNM,2006,3367.1099
Vietnam,VNM,2007,3616.9197
Vietnam,VNM,2008,4486.2627
Vietnam,VNM,2009,4437.6157
Vietnam,VNM,2010,5271.06
Vietnam,VNM,2011,5472.846
Vietnam,VNM,2012,5350.6787
Vietnam,VNM,2013,5555.3794
Vietnam,VNM,2014,6130.77
Vietnam,VNM,2015,7319.8706
Vietnam,VNM,2016,7806.388
Vietnam,VNM,2017,7801.731
Vietnam,VNM,2018,9067.584
Vietnam,VNM,2019,10585.581
Vietnam,VNM,2020,10144.935
Vietnam,VNM,2021,9576.054
Vietnam,VNM,2022,9509.55
World,OWID_WRL,1965,12118.423
World,OWID_WRL,1966,12489.832
World,OWID_WRL,1967,12711.796
World,OWID_WRL,1968,13207.534
World,OWID_WRL,1969,13808.4795
World,OWID_WRL,1970,14394.638
World,OWID_WRL,1971,14662.517
World,OWID_WRL,1972,15126.94
World,OWID_WRL,1973,15714.88
World,OWID_WRL,1974,15382.919
World,OWID_WRL,1975,15095.749
World,OWID_WRL,1976,15648.73
World,OWID_WRL,1977,15883.555
World,OWID_WRL,1978,16155.572
World,OWID_WRL,1979,16400.062
World,OWID_WRL,1980,15890.994
World,OWID_WRL,1981,15429.688
World,OWID_WRL,1982,14987.736
World,OWID_WRL,1983,14856.889
World,OWID_WRL,1984,15198.153
World,OWID_WRL,1985,15203.874
World,OWID_WRL,1986,15230.522
World,OWID_WRL,1987,15453.068
World,OWID_WRL,1988,15705.927
World,OWID_WRL,1989,15749.053
World,OWID_WRL,1990,15624.825
World,OWID_WRL,1991,15407.006
World,OWID_WRL,1992,15251.021
World,OWID_WRL,1993,15045.586
World,OWID_WRL,1994,15008.775
World,OWID_WRL,1995,15066.743
World,OWID_WRL,1996,15292.131
World,OWID_WRL,1997,15241.559
World,OWID_WRL,1998,15111.396
World,OWID_WRL,1999,15152.3
World,OWID_WRL,2000,15353.468
World,OWID_WRL,2001,15336.684
World,OWID_WRL,2002,15472.569
World,OWID_WRL,2003,15935.19
World,OWID_WRL,2004,16491.44
World,OWID_WRL,2005,16850.627
World,OWID_WRL,2006,17107.54
World,OWID_WRL,2007,17468.16
World,OWID_WRL,2008,17373.902
World,OWID_WRL,2009,16821.336
World,OWID_WRL,2010,17393.285
World,OWID_WRL,2011,17610.008
World,OWID_WRL,2012,17640.959
World,OWID_WRL,2013,17654.12
World,OWID_WRL,2014,17545.977
World,OWID_WRL,2015,17426.805
World,OWID_WRL,2016,17342.213
World,OWID_WRL,2017,17436.912
World,OWID_WRL,2018,17641.861
World,OWID_WRL,2019,17528.213
World,OWID_WRL,2020,16509.02
World,OWID_WRL,2021,17268.938
World,OWID_WRL,2022,17208.133
